StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q1.3_1,Q1.3_2,Q1.4,Q1.5,Q2.2_1,Q2.2_2,Q2.2_3,Q2.3_1,Q2.3_2,Q2.3_3,Q2.4_1,Q2.4_2,Q2.4_3,Q2.5_1,Q2.5_2,Q2.5_3,Q2.6_1,Q2.6_2,Q2.6_3,Q2.7,Q2.8,Q2.9,Q2.10,Q2.11,Q2.12,Q3.1,Q3.1_4_TEXT,Q3.2,Q3.2_4_TEXT,Q3.3,Q3.3_4_TEXT,Q3.4,Q3.4_4_TEXT,Q3.5,Q3.5_4_TEXT,Q3.6,Q3.6_3_TEXT,Q3.7,Q3.7_4_TEXT,Q3.8,Q3.8_3_TEXT,Q3.9,Q3.9_3_TEXT,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q4.1,Q4.1_4_TEXT,Q4.2,Q4.3,Q4.3_7_TEXT,Q4.4
2021-02-08 08:57:56,2021-02-11 13:35:53,0,100,275876,1,2021-02-11 13:35:53,R_PATbkcf2yeqXqet,email,EN,1,4,38,13,Civil and Environmental Engineering,20,55,25,30,60,10,45,50,5,45,50,5,10,60,30,"If you take into consideration the actual (or at least perceived) expectations of anyone's workload across campus the sums are easily over 100%. I feel the true opinion of MANY is 90% research 10% teaching and 0% service. The next person might say 80% research, 20% teaching... 
But looking at the average is somewhat meaningless in this case because it's not like there's a central decision maker about what faculty expectations are. Each person, be they a Chair or a Dean or a mentor to the faculty, view the role (any role) through their own lens. And you aren't affected by just one person or an average of opinions. Ultimately, both teaching and research become 90% each and service still falls off the radar, making the ""effective"" balance 90%,90%,0%.... if we're being honest with ourselves. 

Most faculty do not seem to grasp that Professors of Teaching are not going to be able to produce much research. With very limited resources (MUCH less than research faculty, who in my school have average startup funds of $700k, whereas I received $20k) and time to spend on these endeavours, even if they are related to teaching. It is simply unrealistic to expect more than a very small fraction of the ""productivity"" and impact with respect to traditional research metrics (e.g., journal papers, invited talks, etc)

Further, the type of research these folks (""we"") can, or should be expected to do, is also a misunderstood. Just because someone is in the Prof or Teaching role it does not mean they are going to be equipped, nor should they necessarily be equipped, to conduct ""teaching"" research or research on pedagogy.

You cannot simultaneously expect someone to be an expert in a field (i.e., the reason they are hired to teach university-level content, mentor students, and develop curricula in an area) to also be an expert in teaching/pedagogy theory... that is a separate field of science! That's not to say that some work can't be done, but there needs to be understanding about what we're talking about. 

Finally, much of Prof of Teaching work is INWARD focused and that also does not fit the mold well, especially the way CAP is constantly emphasizing external impact. For instance, curriculum development is a typical expectation from Prof of Teaching in many units/departments. This is very much an INWARD focused task. And further, it is very unrealistic to expect that a single Prof of Teaching will (1) have much impact in the first 5 years at UCI on the curriculum with their program, (2) much less that those changes will be somehow noticed and adopted by anyone outside UCI. For that matter, where does this fall? Service? Teaching? Research? All or none... depends on who you ask. But, regardless it's expected so how do we proceed? How do we make that case? And, if the campus wants us to be so outwardly focused, then why would we focus on this? It's a conflict.  

Apologies for such a long response... but things are much more complicated than just a division of work and/or expectations among three very generic ""buckets"".
",7,5,3,"My 7 total courses are 6 undergrad and 1 grad.  
I think 5 to 7 is appropriate depending on research expectations. 
In my unit research faculty are assigned 1 undergrad and 2 grad. This is an important distinction because grad courses are not nearly as demanding as those in undergraduate (generally). So for apples to apples comparison the typical faculty teaching load is more like 2 undergrad courses per year where mine is 6. This is a 3x not a 2x situation which is usually how discussions go with prof of teaching ""teaching load is 2x other faculty"" 

This balance is certainly depended upon research expectations.

It is also troublesome that the APM describes a process in which unproductive research faculty can be reassigned to LSOE (Professors of Teaching)... So, that implies that if someone ""isn't cutting it"" as a research faculty then they can take the lesser job of teaching faculty which has less research expectations. Yet, those hired into the teaching faculty roles are looked down upon if they aren't pumping out research (regardless if it's teaching related). 
 

",9,4,"It's not an explicit no, but effectively there are courses that I must teach each quarter in order to facilitate the graduation requirements of students within my program. So, effectively it's a NO.",4,"Again, it's effectively a NO, but not it's not that they ""do not work with me"". They are open to changes that are predicated by my developing the changes within the curriculum, myself, that would then change my workload each quarter. In other words, I can make changes to the curriculum that will optimize my course prep situation. But, it's not like that's going to happen very quickly. It takes several years after the degree requirements are changed before the new system can be taught.  ",4,"Again, not explicitly a NO, but effectively a NO. I mainly teach important elective courses that have only one section. So my ability to test out various teaching methods is pretty limited to ""try something this year... and then wait a whole year to try something else"".  So effectively no. ","1,4","I am saying YES but that reflects, of course, only a few colleagues that I know their opinions. ","3,4","I doubt it because what I've done so far is fairly specific to the electives I teach. In general, my contribution to my units' teaching is through assessment/accreditation and advocating for various teaching practices. Not through research per se.","2,3",I have basically no time to focus on any one thing for any appreciable amount of time. Teaching multiple courses each quarter cuts your schedule up too much in addition to committee meetings and other. I'm over extended all the time.,"3,4","I have not received tenure/SOE yet, so I don't know how the sabbatical situation is going to play out. I anticipate some pushback because I coordinate our senior capstone design program.",1,,"1,3",Although I am fairly certain most think I do too much service.,3,2,"I think that within my department and school, faculty are becoming more aware of our impact across the board. In my case, students are receptive and appreciative of my alternative messaging (i.e., more pragmatic approach to what I'm teaching and not ""just out of a textbook""), and other faculty are becoming aware of the value this has. So, I feel I'm making the biggest impact within my programs by injecting a more industry/practice-oriented focus on the senior capstone design sequence, which I hope is trickling down into the curriculum a bit. 

I'd also say that through my SERVICE within the department and school, that I am helping to enact positive changes to the curriculum. 

(but, as I mentioned before, this is not necessarily valued by all because it's not an outward-focused activity and it isn't research... so... in some respects I feel like I'm going to do all this work only to be told that I needed to do something else).
","Ah, see, I knew it was coming. Yes, external impact is important... but ultimately we also need to value what impacts people are having ON UCI. 

Externally, I'm producing some teaching tools that can/will be used by those in my field. I received a small grant to perform this work so there's some indication that someone thought it was going to be impactful. However, it's hard to say if other instructors will adopt the tools. Another issue with this, with respect to demonstrating my impact is... it's difficult to know if someone is using the tools or not. It's not like I'm going to get citations. ",1,5,,3,8,,3
2021-02-11 13:03:21,2021-02-11 13:37:58,0,100,2077,1,2021-02-11 13:37:59,R_3qrnAfhay7l4cIA,email,EN,2,1,36,1,Art,24,55,21,15,60,25,15,60,25,0,75,25,25,49,26,This survey is awful the interface does not allow for an adequate representation of my practice as a working artist. My first inclination was to close the window and not participate.,8,6,4,,7,2,,3,,3,,3,,3,,2,,1,,1,,1,,3,4,Creating continuity in the undergraduate photography classes. Through my teaching of undergraduates and mentoring of graduate teaching associates.,I don't understand the relevance of this question in relation to my duties in the art department. I could talk about my creative practice as an artist but I do not believe that is the expectation behind this question.,2,2,,2,6,,1
2021-02-09 16:31:15,2021-02-11 14:34:12,0,100,165777,1,2021-02-11 14:34:12,R_A57zEww6Ub2iwfv,email,EN,2,1,35,1,Dance,15,45,40,5,55,40,5,50,45,5,50,45,10,45,45,"While I understand the primary responsibility of the Teaching Professor should be teaching, my service responsibilities are significant -  as undergraduate advisor, director of all undergraduate auditions, among other duties. I enjoy the time I am able to contribute to our department in more creative/artistic pursuits such as the staging and re-staging of classical ballets for performance opportunities for our dancers. I also wish to be able to take advantage of the many opportunities to increase my work in the field of Pilates study and wellness for our dance community.",9,8,9,"My teaching load can vary from quarter to quarter due to other dance faculty on sabbatical when my substitution for them increases my load. Also, my responsibility as both undergraduate advisor and organizer of auditions for new undergrads every winter takes a significant amount of time and work load. Otherwise, my teaching load is fine.",7,3,,3,,3,,1,,3,,1,,4,I have never taken a sabbatical but hope to in the fall of 2021,1,,1,,2,2,"I believe the students in our department are quite appreciative of my work in ballet classes where I endeavor to challenge them as young artists with an eye to their future in the field of dance. I have been active in assisting graduating students in securing auditions and in job search. In the teaching of the Pilates Method, while not a dance department requirement, I am quite certain the impact this class has made on dancer wellness has been tremendous.","I stay in contact with many alumni, agreeing to recommend them in job applications, graduate school, etc. I participate in workshops and master classes focused on recruiting new students to our department.",1,1,,2,6,,2
2021-02-08 11:08:19,2021-02-11 19:03:43,0,100,287724,1,2021-02-11 19:03:43,R_29uhEZlgpq5Qxm2,email,EN,1,1,39,12,,10,80,10,20,60,20,20,60,20,20,60,20,20,60,20,,7,6,4,,6,3,,2,,1,,3,,3,,2,,3,,1,,1,,2,1,"Teaching and support of undergraduate students. ",N/A,1,2,,2,6,,2
2021-02-11 19:57:09,2021-02-11 20:09:41,0,100,752,1,2021-02-11 20:09:41,R_1mDzVuZncKO5k26,email,EN,2,4,29,,,10,80,10,10,80,10,10,80,10,10,80,10,10,80,10,,6,6,1.5,,9,2,,2,,2,,2,,2,,2,,3,,2,,2,,4,4,undergraduate courses,other formal and informal educational institutions,1,5,,3,8,,3
2021-02-12 09:35:09,2021-02-12 10:27:34,0,100,3144,1,2021-02-12 10:27:34,R_2qrVk7D0x5v4idv,email,EN,1,3,37,12,"Criminology, Law and Society",5,90,5,20,65,15,15,60,25,20,60,20,20,65,15,"I would prefer to show the difference between my workload pre-pandemic, and during the pandemic.  I have had to create and teach EIGHT courses for remote instruction since last Spring.  My course sizes actually increased during the pandemic.  Even though I had planned to write a manuscript to submit for peer review pre-tenure in Fall, I work seven days a week managing my course load and students having major struggles (for example, I'm teaching nearly 400 students this quarter with inadequate TA support).  Thus, while I did publish an article in May 2020, which was a nearly 2 year process from drafting through peer review to publication, I have not written since.  I simply cannot contribute to my research expectations right now and it causes me a great deal of stress daily.  ",8,6,4,"I work incredibly hard to meet the goals of academic and inclusive excellence, with engaged learning built into each of my course designs.  However, I feel there is a tension between the campus' goals in this regard, along with meeting DTEI recommendations, and even, how I will be evaluated by my school and department - and the support and resources I am given to achieve these goals.  For example, despite my class size being increased to 250 without my advance knowledge or input in one of my Winter courses, I was only assigned TWO TAs.  When I communicated that, given my course load and two new remote course preps I needed more support, I was denied it.  Number of courses simply does not capture the disproportionate and exponential amount of labor required to manage these courses, which was hard enough before the shift to remote instruction.  The sheer quantity of email, tasks, supervision, content creation and overall management is extensive.  I am expected to be an excellent scholar and content expert, outstanding teacher, technology specialist, administrator, emotion manager, social worker, and much more.  I have spent countless hours attending to student crises and needs, and interventions in a variety of ways for wellness.  I have had to train far more graduate student TAs than any of my research colleagues, and almost never get the benefit of an already trained prior TA familiar with a course and assessment.  I have taken on multiple tasks that I performed as a grad student TA because I have had several TAs simply stop grading in the middle of a quarter, not follow specific rubrics and guidelines, or use the course as a platform for ""wildcat"" agitation.  While I teach labor equity and every course highlights the importance of addressing various forms of structural inequality in society, these moves disproportionately impact my work burden - staying up all hours to grade on top of everything - and it does not serve the undergraduates.  Further, several of these same TAs are rewarded by getting future appointments and funding.  I would love to conduct more research in my area of expertise, but it feels nearly impossible given these conditions, demands, and tensions.  I am also extremely worried that, when faculty are expected to return to campus, teaching faculty teaching more students and larger classes will bear the brunt of medical risks; ultimately, I will have to choose between my health and my job as pre-tenured teaching faculty, despite my 1000% efforts since arriving at UCI for teaching excellence. Finally, I let an opportunity for a book contract with University of Chicago Press lapse because I could not otherwise create courses, train and supervise graduate students as TAs or otherwise, or accomplish my service obligations.  I regularly feel I am falling behind in my area of research expertise, though I was interviewed by a journalist this week about a change in the law.  Much of this stress comes from lack of transparency, lack of opportunities for input, and true inequities in which teaching faculty are disproportionately burdened in qualitative ways that evade typical measurement.",8,"3,4","I don't see how I could teach 8 courses and ""stack"" to have a free quarter, even if they did","1,4","Sometimes; we fill out a schedule ""preference"" sheet, but I am not consulted before decisions are made.","2,4","I work 7 days a week and, as previously explained, it is quite challenging to ""make time"" for research.",3,,3,,2,,"2,4",I have never once been given the opportunity to take a quarter off to conduct my research/sabbatical,3,"I think they ""appreciate"" my teaching and know I teach a lot, but it is not structurally supported with adequate TAs ","1,3","I feel my chair has ""protected"" my time from excessive service",3,4,"I teach and serve over 1,500 undergraduates each year with courses that are student-centered, interactive, engaged, and are mindful of inclusive excellence - along with my passion and content-expertise.  I have personally trained and supervised around 70 graduate student TAs in less than 5 years, and have supported our graduate students with letters for fellowships, the job market, and advising.  I have written hundreds of letters of recommendation.  I have devoted countless hours to offering career and next steps advice.  Most of my labor is invisible.  Responding to student crises alone is a tremendous amount of emotional labor, effort, and time.  I express deep and authentic compassion for my students and they remark that it shows and makes a difference.  Again, I worry that most of this, from the departmental and institutional perspective, is ""invisible.""  I have trained as an ally to support different UCI student communities, certified in the Digital Learning Institute, Engaged Pedagogy program, served on panels, and volunteered to speak at student meetings.  I offer resources and interventions to students DAILY during the pandemic as they struggle with mental health issues, illness, death in the family, COVID, homelessness, food insecurity, and more.","Students who have graduated still reach out with updates and to let me know how I've impacted their life trajectory.  I was making an impact with novel research in my area of expertise, and have consulted with organizations on policy recommendations, as well as given interviews to journalists in my field.  But most of these opportunities - though I'd like to continue to have impact - are not realistic given my course load and lack of structural support.",1,1,,2,6,,3
2021-02-13 12:50:08,2021-02-13 13:16:38,0,100,1590,1,2021-02-13 13:16:39,R_3hFwerGE1NboBbP,email,EN,3,4,36,8,,10,10,80,10,10,80,10,10,80,10,10,80,10,10,80,"I am an outlier on campus as the law librarian. The ABA rules mandate the law library director have faculty status.  The majority of my time and efforts are spent on the administrative duties associated with managing all aspects of the law library and other senior administrative tasks in the law school. I teach one class and serve on many national and local law library committees. I'm troubled and disheartened that these duties are not appreciated on campus.  

Further, the definitions of the three categories in this survey are inconsistent with the requirements in the APM in a way that make any potential survey results problematic. For example, the APM describes the three categories as (1) teaching excellence; (2) professional and/or scholarly achievement and activity, including creative activity; and (3) university and public service. APM 285-9(a). The survey divides the three areas into research, teaching, and service, implying that “scholarly achievement” is its own requirement, when really the rule is professional and/or scholarly achievement and activity. Furthermore, the survey incorrectly takes professional achievement and activity and places it in the service category in direct contrast with APM 210-3 and the law school’s standards for SOE faculty members.  

I have answered this survey using the definitions as provided in the survey, but please note that my answers would change if the definitions properly included professional achievement and/or scholarly activity rather than the narrower “research” category.",1,1,3,,5,3,,4,I teach the same mandatory legal research course yearly.,1,,3,,3,,1,,3,,1,,1,,1,2,"My biggest impact is in the law school, managing the library, serving on faculty committees, and doing other law school administrative tasks and projects.  I feel valued and respected by my colleagues at the law school.  I do not feel valued by others at UCI outside of the law school, nor do I feel like there is support for my position having its current status, or a desire to understand what I do and why I have the status I have. ","I am a very active part of the law librarian community nationally.  I am known among other law library directors locally and nationally.  I ensure regular conversations and collaborations with my UC law library director colleagues.

I sit on and regularly serve as chair (or in other leadership positions) in local and national professional associations.  I understand important trends in libraries in general, and especially in law libraries.  I know best practices and work with my colleagues to ensure we are adopting them. ",2,1,,2,6,,2
2021-02-14 09:57:18,2021-02-14 10:28:35,0,100,1877,1,2021-02-14 10:28:36,R_tPTEOusiu1GPxex,email,EN,3,1,19,6,Chemistry,10,75,15,5,80,15,5,80,15,20,70,10,15,75,10,,6,6,3,"*My teaching assignments are 6 (4 unit courses) with student enrollments >350 (typically 400-450 students).
*In the books, the typical teaching assignments for Research Rank Professors is 3 courses. However, most research active professors get 1 course release for research.
*Although, Teaching Professors are entitled to sabbaticals, the department has been reluctant to approve such sabbaticals.",5,1,,1,,2,,2,,2,,2,,2,,2,,1,,3,4,I think I have the biggest impact with undergraduate and graduate students. I mentor undergraduate and graduate students who are considering teaching as a career. I also work with CAMP students in mentoring activities.,"My impact externally has been nominal. I am involved in voluntary activities (as a judge for Undergraduate research, peer reviewing papers for journals, writing evaluation letters for faculty tenure/promotion, etc). I attend conferences (Gordon Conference, etc.) and have been an invited speaker to symposia, etc.",1,2,,2,"7,8",,2
2021-02-14 10:39:44,2021-02-14 11:16:21,0,100,2197,1,2021-02-14 11:16:22,R_2TzxY9XXI8s8dqy,email,EN,1,4,37,8,Lawyering Skills,8,70,22,0,70,30,0,70,30,0,70,30,0,70,30,"I had difficulty answering this survey accurately because the definitions provide in the survey are inconsistent with the APM.  I have done my best to complete the survey based on and using the definitions provided in the survey itself.  However, I wish to flag that my answers and I assume the answers of other faculty responding to the survey would change significantly if the definitions in the survey accurately reflected and mirrored the APM.  For this reason, any potential survey results will be problematic.  There are two principal issues with the survey definitions.  First, APM 285-9(a) identifies three categories of activity for SOE faculty members: (1) teaching; (2) professional and/or scholarly achievement and activity, including creative activity; and (3) university and public service.  Yet, the survey narrows the second category to research, suggesting that “scholarly achievement” is its own requirement, which is incorrect under AM 285-9(a), APM 210-3, and the law school’s standards for SOE faculty members.  Second, the survey definition incorrectly lists many of APM 210-3 and the law school standards’ markers of “professional activity” under the “service” category in the survey.  As a result, I was forced to report many of my answers with respect to “professional activity” in the “service “ section of the survey.  ",5,3,3,"This was another question that was extremely difficult to answer because of the differences in the nature of the courses that professors in the SOE series at the law school typically teach and those that are typically taught by those in the professor series. The use of the word ""courses"" suggests an apples to apples comparison when the ""courses"" are quite different. The three principal courses that I teach have a higher number of professor-student contact hours than most lecture-based or seminar courses, for example I hold multiple, mandatory 45 min one-on-one meetings with each student in the class each semester, in addition to and not counting standing weekly office hours.  More significantly, in each of these courses I engage in multiple rounds of formative assessment throughout the semester and provide detail written feedback to my students.  For example, in my Lawyering Skills I class I provide written feedback on 6 assignments during the semester, providing extensive written feedback on a final and seventh assignment. Providing this level of feedback is rewarding, pedagogically useful, and VERY time consuming. It also should be noted that it is done by the faculty member herself not delegated to a teaching assistant.  Providing this level of formative assessment means that I spend a significant amount of time on teaching during the semester and much more time on teaching than I likely would in a course in which there was only a midterm exam/quiz and a final exam. ",6,4,No/not applicable as the law school is on the semester system,1,,3,,3,,1,,3,"See comment above with respect to survey definitions. Under the plain la gauge of the APM, narrowly defined ""research"" activities are not required. ",1,,1,,1,,3,4,"Teaching with in the context of my courses and mentoring students, particularly female students, first gen students and students from URM, outside of class.  I spend a significant amount of time meeting with students about topics related to professional development and growth and just making it through law school. ","I am a member of both of the major national organizations for faculty in my area and present regularly on legal pedagogy and teaching practices that I use in my classroom.  Several faculty members from other institutions have reached out to me after these presentations or after I have shared my teaching materials with them to thank me and to report that they used them with great success in their own classrooms. ",2,1,,2,6,,3
2021-02-14 12:27:58,2021-02-14 12:34:42,0,100,403,1,2021-02-14 12:34:42,R_2WSjZa1SuUoHgk3,email,EN,3,1,33,8,,5,60,35,0,65,35,0,65,35,0,65,35,0,65,35,"The definitions of the three categories in this survey are inconsistent with the requirements in the APM in a way that make any potential survey results problematic. For example, the APM describes the three categories as (1) teaching excellence; (2) professional and/or scholarly achievement and activity, including creative activity; and (3) university and public service. APM 285-9(a). The survey divides the three areas into research, teaching, and service, implying that “scholarly achievement” is its own requirement, when really the rule is professional and/or scholarly achievement and activity. Furthermore, the survey incorrectly takes professional achievement and activity and places it in the service category in direct contrast with APM 210-3 and the law school’s standards for SOE faculty members.  
I have answered this survey using the definitions as provided in the survey, but please note that my answers would change if the definitions properly included professional achievement and/or scholarly activity rather than the narrower “research” category. 
",5,3,3,,7,3,,2,,3,,3,,3,,3,"The definitions of the three categories in this survey are inconsistent with the requirements in the APM in a way that make any potential survey results problematic. For example, the APM describes the three categories as (1) teaching excellence; (2) professional and/or scholarly achievement and activity, including creative activity; and (3) university and public service. APM 285-9(a). The survey divides the three areas into research, teaching, and service, implying that “scholarly achievement” is its own requirement, when really the rule is professional and/or scholarly achievement and activity. Furthermore, the survey incorrectly takes professional achievement and activity and places it in the service category in direct contrast with APM 210-3 and the law school’s standards for SOE faculty members.   I have answered this survey using the definitions as provided in the survey, but please note that my answers would change if the definitions properly included professional achievement and/or scholarly activity rather than the narrower “research” category. ",3,,1,,1,,3,2,Impact on students and impact on administration within law school.,Aiming to impact how certain law professors view their responsibilities to the profession.,2,5,,3,8,,3
2021-02-12 10:54:18,2021-02-14 16:15:26,0,100,192067,1,2021-02-14 16:15:26,R_1dpkWO7KI26oZq2,email,EN,3,4,32,8,,10,65,25,0,70,30,0,70,30,0,70,30,10,65,25,"  
The definitions of the three categories in this survey are inconsistent with the requirements in the APM in a way that make any potential survey results problematic. For example, the APM describes the three categories as (1) teaching excellence; (2) professional and/or scholarly achievement and activity, including creative activity; and (3) university and public service. APM 285-9(a). The survey divides the three areas into research, teaching, and service, implying that “scholarly achievement” is its own requirement, when really the rule is professional and/or scholarly achievement and activity. Furthermore, the survey incorrectly takes professional achievement and activity and places it in the service category in direct contrast with APM 210-3 and the law school’s standards for SOE faculty members.  

I have answered this survey using the definitions as provided in the survey. What that means is that I do publish, so I included a 10% on my actual workload. However, the APM does not require publication. It requires scholarship OR professional achievement and activity. Please note that my answers would change if the first category’s definition properly included professional achievement and/or scholarly activity rather than the narrower “research” category. I am very active presenting nationally. 
",4,3,3,"It's not an apples to apples comparison to compare number of courses. The SOE courses at the law school are much more labor-intensive due to highly individualized instruction for each student and significant numbers of formative and summative assessments. I tried to include more detail, but you have the survey set to only accept one number above. ",8,4,"We don't work on a quarter system. I believe the answer is no for our semester system. ",3,,1,,1,,1,,3,"The APM does not require publication. If it wants to change the language of the APM to require publication, it needs to provide notice in some way other than a definition in a survey. Given current teaching and service obligations, no, there is not time to add on more research. ",1,,1,,1,,3,2,"Working with students individually. ","Professional presentations nationally and internationally. Elected to the Board of Directors of National Academic Organization in my Field. ",2,5,,3,8,,3
2021-02-14 18:53:13,2021-02-14 19:15:17,0,100,1324,1,2021-02-14 19:15:17,R_xEs54Hd3MiPxZtf,email,EN,1,1,38,2,,5,85,10,15,70,15,20,60,20,20,60,20,20,60,20,,7,5,3,,9,1,,2,,2,,3,,3,,2,,3,,1,,2,,3,3,"In my interactions with undergraduates, as a teacher and advisor.",As a creative writer and translator.,1,2,,2,6,,2
2021-02-08 10:28:53,2021-02-15 00:06:28,0,100,567454,1,2021-02-15 00:06:29,R_ypF9yajgjmDS0Mh,email,EN,3,1,29,8,,5,65,30,0,75,25,0,75,25,0,74,26,4,71,25,This survey is a bit confusing.  The definitions conflict with the APMs,5,5,3,,8,3,,1,,2,,4,Our standards considerate it a plus factor.,1,,3,No requirement per the APM,1,,1,,1,,3,3,"In my teaching and close work with my students.  I also serve on committees and in interdisciplinary activities.    ",In my professional activities in my discipline,2,1,,2,6,,2
2021-02-08 10:22:26,2021-02-08 10:23:44,0,14,78,0,2021-02-15 10:23:46,R_1FKWe0mTW5Nk9Hz,email,EN,1,4,40,5,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-08 16:58:46,2021-02-15 11:43:39,0,100,585892,1,2021-02-15 11:43:39,R_3I3FVbeWfnbyn2x,email,EN,2,4,34,15,,20,60,20,15,70,15,15,70,15,15,70,15,15,65,20,"My department's written expectation is 60-80% teaching and 10-20% each for professional achievement and service. That seems to be in line with the School & Campus expectations. I think the expectation itself is fine, but it doesn't match with the reality of the teaching load. A 3/3/3 teaching load is  more than 60-80% time.",9,6,4,"The base load in my department for L(P)SOEs has been 9 courses per year since I arrived at UCI. Teaching releases are available for the same exceptional service responsibilities (program directorship, journal editing, etc.) as for research rank faculty. The base load for L(P)SOEs will be 8 starting in 2021-2022.

L(P)SOEs in my discipline at other UCs have a base load of 6 courses per year. I think that load is closer to 60% time.",8,3,,4,"This has not been a priority of my academic unit, but I have been able to request fewer new preps the longer I have been at UCI.",4,"I have significant choice in the courses/sections I teach, but opportunities for pedagogical research has not been a significant consideration in my unit's course assignment process.",1,,1,,2,,4,"Yes, but this is a recent change. Sabbaticals were not allowed during the time before I achieved SOE.",1,,1,,2,2,1) In the classroom and 2) through contributions to grad student & faculty pedagogical development.,"SoTL work has been minimal in my discipline. Some of my biggest impacts are my contributions to building this field and extending conversations around pedagogy though publications, conference presentations, journal editorship, etc. ",2,1,,2,3,,2
2021-02-15 12:16:19,2021-02-15 12:27:47,0,100,688,1,2021-02-15 12:27:48,R_3dLJSCULHqHecfc,email,EN,2,4,39,5,Informatics,3,85,12,9,75,16,11,70,19,12,70,18,10,80,10,"The research and publication expectations are ill-defined, and not achievable, expect at the expense of the quality of teaching.",6,6,2,,7,1,,1,,1,,"1,3",,3,,2,,2,,1,,1,,3,3,"I teach several Capstone projects every academic year, that provide the bridge and final step before graduating students into their future jobs, and careers. These projects are loved by our senior students, and I hear regularly from alumni, often years later, how much their Capstone project meant to them, and helped their professional career.","I teach several Capstone projects every academic year, that provide the bridge and final step before graduating students into their lives, jobs, and professional careers. These projects are done mostly with external project partners, and are loved by students, faculty, and external partners from all walks of life (including charitable and non-profit organizations). Many local organizations are repeat sponsors, in other words they keep coming back for new student projects every year.",1,2,,2,6,,2
2021-02-15 12:15:32,2021-02-15 12:43:22,0,100,1670,1,2021-02-15 12:43:22,R_1fjTGDglH9K2GLA,email,EN,3,2,32,8,law,20,60,20,20,60,20,20,60,20,20,60,20,20,60,20,"I did not complete this survey the first time I started because these questions do not make sense in context of my job. As a clinical professor, research, teaching, and serivce tend to blend together.",5,4,3,,6,"1,3",,2,,1,,1,,3,,1,,1,,1,,1,,1,3,I teach a lot of courses and a lot of students.,We serve low-income communities in OC,1,5,,3,8,,3
